InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
    7250000     196.278812  3.053270e-06      9106.933065       498.176588      9582.938590       481.657177  0.52  0.21879
    7260000     195.687376  3.077998e-06      9651.783323       410.352561      9618.092063       479.702956  0.50  0.22222
    7270000     195.095858  3.009046e-06      8953.746571       571.781998      9423.966178       478.683053  0.45  0.22664
    7280000     194.507887  3.058791e-06     10260.121685       719.226463      9780.578216       477.484961  0.42  0.22639
    7290000     193.922641  3.044905e-06      9844.403138       372.510294     10096.718668       475.679482  0.51  0.22062
    7300000     193.340124  2.926491e-06     11001.200869       641.578366     10401.290748       475.208897  0.44  0.22680
    7310000     192.760889  3.027435e-06      9527.650171       716.018690     10141.368410       475.105392  0.42  0.22639
    7320000     192.186418  2.858007e-06     10237.360328       803.597853      9636.049498       474.033481  0.49  0.22358
    7330000     191.616250  3.028735e-06     10456.616881       899.311028      9600.199928       472.330633  0.46  0.22624
    7340000     191.049217  2.969406e-06     10061.179787       191.961302     10196.896428       471.750524  0.46  0.22624
    7350000     190.484255  3.002838e-06     10029.070784       900.622996     10543.898424       470.205216  0.44  0.22680
    7360000     189.922561  3.020335e-06      9966.789000       440.337053     10380.939885       468.575798  0.44  0.22680
    7370000     189.360147  2.978763e-06     10093.666723       643.353518     10026.551241       468.116321  0.36  0.21930
    7380000     188.802007  2.997859e-06      9745.130334       591.733732     10248.629479       466.921712  0.37  0.22109
    7390000     188.244387  2.969203e-06     10326.884764       703.216036     10506.160447       464.879934  0.33  0.21247
    7400000     187.687395  2.821333e-06     10257.762048       352.239405     10438.087566       463.500086  0.38  0.22264
    7410000     187.131616  2.995325e-06     10616.606158       408.056766     10332.289548       462.148621  0.43  0.22671
    7420000     186.577472  3.022917e-06     10441.554006       288.504020     10424.306679       460.070945  0.54  0.21442
    7430000     186.023181  2.990918e-06     10472.713376       392.201442     10153.461080       459.232284  0.40  0.22500
    7440000     185.474603  2.982156e-06     10044.948751       514.710431      9929.398967       458.135365  0.42  0.22639
    7450000     184.925406  2.958788e-06     10090.599257      1040.807593      9661.375741       456.576999  0.45  0.22664
    7460000     184.378163  2.996876e-06      9845.663245       674.632003      9224.188742       455.713708  0.53  0.21672
    7470000     183.833850  2.942001e-06      9243.191651       240.626147      9184.777221       454.708201  0.41  0.22582
    7480000     183.295896  2.946929e-06      9819.369217       623.226739      9260.108514       452.871545  0.40  0.22500
    7490000     182.752848  3.010426e-06      9366.148495       323.188331      9115.565153       451.000395  0.46  0.22624
    7500000     182.211204  2.857984e-06      9318.717877       524.225466      9240.401540       449.424097  0.52  0.21879
    7510000     181.670608  3.018529e-06      9271.707810      1054.991584      9067.712054       447.133433  0.39  0.22394
    7520000     181.128533  3.028837e-06      9458.421331       438.820359      9438.057962       446.357311  0.54  0.21442
    7530000     180.590800  2.982355e-06      8646.936046       559.539137      8978.466563       445.319245  0.42  0.22639
    7540000     180.055547  2.948624e-06      9778.967666      1003.776999      9128.229397       444.787091  0.64  0.17938
    7550000     179.522288  2.783230e-06      9289.533574       421.276811      9610.491796       443.016884  0.45  0.22664
    7560000     178.991618  2.936401e-06      9196.273963       696.625225      9400.462759       442.766961  0.42  0.22639
    7570000     178.466366  2.997189e-06      9458.412014       532.773082      9283.369363       441.180243  0.43  0.22671
    7580000     177.942185  2.918057e-06      9530.632249       531.088554      9297.178847       440.025908  0.49  0.22358
    7590000     177.417791  2.845262e-06      9506.154319       221.129151      9594.790945       438.611838  0.38  0.22264
    7600000     176.893321  3.005335e-06      9709.640238       357.793125      9910.720407       436.886895  0.37  0.22109
    7610000     176.376348  2.982520e-06     10034.550467       823.203823      9396.260907       436.734207  0.44  0.22680
    7620000     175.859406  2.992288e-06      9906.044427       429.334974      9644.420139       435.231840  0.41  0.22582
    7630000     175.344131  2.903615e-06      9077.220641       264.343398      9112.041596       434.299989  0.46  0.22624
    7640000     174.830212  2.942128e-06      8746.420051       351.617655      8717.446380       433.289378  0.42  0.22639
    7650000     174.318545  2.980946e-06      8556.995823       392.871966      8912.957133       431.701569  0.36  0.21930
    7660000     173.806665  2.883608e-06      9567.657249       323.916652      9501.385700       430.627318  0.48  0.22471
    7670000     173.297298  2.793699e-06      9171.652383       535.557704      9546.571695       429.381583  0.42  0.22639
    7680000     172.791598  2.787454e-06      9369.531089       267.371179      9173.074831       428.429656  0.42  0.22639
    7690000     172.287353  2.858396e-06     10461.456013       677.859285      9988.865049       428.130436  0.57  0.20616
    7700000     171.789945  2.938706e-06      9066.656750       805.801685      9741.197351       427.687188  0.41  0.22582
    7710000     171.294799  2.906121e-06     10703.502803       697.731948     10106.006767       426.958980  0.44  0.22680
    7720000     170.804839  2.769126e-06     10305.784867       491.150579     10067.894146       426.123877  0.35  0.21726
    7730000     170.314296  2.909508e-06      9243.463518       369.225727      9517.902210       425.412892  0.36  0.21930
    7740000     169.828136  2.899276e-06      9143.941007       672.300109      9255.979678       424.661819  0.44  0.22680
    7750000     169.343906  2.895482e-06      9554.755549       681.343957      9281.561916       423.735271  0.44  0.22680
    7760000     168.862341  2.873144e-06      8831.523335       629.477510      9179.477199       422.498827  0.46  0.22624
    7770000     168.382567  2.859186e-06      9535.187930       897.632603      8980.029965       421.324001  0.29  0.19998
    7780000     167.900650  2.910503e-06      9057.073006       297.947333      9238.303357       419.128571  0.51  0.22062
    7790000     167.421903  2.902678e-06     10404.985668       482.675771      9954.120411       418.320786  0.49  0.22358
    7800000     166.945926  2.862356e-06     10133.695771       141.649505     10129.886780       418.176895  0.42  0.22639
    7810000     166.471769  2.872838e-06      9446.688625       607.616683      9948.912436       416.897974  0.54  0.21442
    7820000     166.000303  2.851754e-06      8813.931465       736.217571      9526.781654       416.376105  0.48  0.22471
    7830000     165.532457  2.796555e-06     10263.549761       715.603628      9587.869028       415.480835  0.35  0.21726
    7840000     165.065338  2.814054e-06      9607.199142       681.964372      9425.993031       414.152250  0.51  0.22062
    7850000     164.601190  2.862563e-06      9256.306790       224.310866      9289.274556       412.680547  0.45  0.22664
    7860000     164.136346  2.843658e-06      9433.764510       707.324992      8906.779706       411.913097  0.38  0.22264
    7870000     163.676167  2.827352e-06     10869.221077      1286.680367      9667.179338       411.552134  0.52  0.21879
    7880000     163.219229  2.834103e-06      9041.849867       513.856276      9448.991217       410.993891  0.44  0.22680
    7890000     162.764455  2.786139e-06      9450.145511       255.861243      9503.357033       409.716872  0.51  0.22062
    7900000     162.308263  2.800876e-06      9557.275241       276.176939      9667.435155       408.685323  0.48  0.22471
    7910000     161.854405  2.814375e-06      9526.369228       423.517905      9159.664965       407.757774  0.60  0.19592
    7920000     161.405871  2.818005e-06      8940.646138       649.096439      9380.262270       407.203991  0.45  0.22664
    7930000     160.957884  2.819905e-06      9055.340130       626.079386      9471.842170       406.071600  0.46  0.22624
    7940000     160.511870  2.818556e-06      8713.312100       304.648893      8820.068970       404.906994  0.44  0.22680
    7950000     160.066002  2.783950e-06      9552.067804      1182.874681      8895.360582       404.729341  0.46  0.22624
    7960000     159.626293  2.799602e-06      9904.325924       275.201219      9702.800068       403.860243  0.42  0.22639
    7970000     159.186280  2.786620e-06     10349.437218       359.254616     10136.858421       402.845134  0.36  0.21930
    7980000     158.749912  2.739905e-06     10311.072932       120.884267     10241.799996       402.059363  0.47  0.22559
    7990000     158.315103  2.797325e-06     10844.995125       472.134605     10605.292201       400.664785  0.37  0.22109
    8000000     157.885841  2.762415e-06      9037.211896       744.277521      9759.936866       401.216699  0.45  0.22664
    8010000     157.458802  2.751169e-06      8939.684744       389.160963      9225.194903       400.516942  0.36  0.21930
    8020000     157.033596  2.757126e-06      9672.711059       400.521148      9406.124865       399.389787  0.43  0.22671
    8030000     156.607899  2.760807e-06      9856.636418       366.451030      9606.837190       397.552278  0.42  0.22639
    8040000     156.184160  2.742456e-06     10802.212273       377.578432     10520.318929       396.880777  0.48  0.22471
    8050000     155.763127  2.384631e-06     10685.012290       832.590707     10676.044187       396.008714  0.49  0.22358
    8060000     155.342860  2.748738e-06      9688.910713       553.306905     10208.756745       395.497045  0.42  0.22639
