InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
   14270000      32.374270  2.600841e-06      6744.550694        50.382502      6709.363102        83.884104  0.44  0.22680
   14280000      32.291451  2.430259e-06      6640.615311       142.272172      6636.936941        83.738603  0.43  0.22671
   14290000      32.208765  2.488246e-06      6617.745776        74.486677      6661.172814        83.492878  0.40  0.22500
   14300000      32.126087  2.602174e-06      6557.001733        34.687377      6582.390845        83.273164  0.43  0.22671
   14310000      32.043809  2.595897e-06      6715.795076       176.283986      6598.447632        83.006368  0.51  0.22062
   14320000      31.961677  2.597077e-06      6535.746470        79.580185      6605.520121        82.875752  0.46  0.22624
   14330000      31.879936  2.571529e-06      6570.460621       146.413607      6537.219249        82.638696  0.44  0.22680
   14340000      31.798435  2.596683e-06      6673.943693       100.736581      6653.854861        82.488107  0.44  0.22680
   14350000      31.716987  2.585697e-06      6685.708125        64.095882      6637.177138        82.264505  0.44  0.22680
   14360000      31.635809  2.495980e-06      6695.620043       104.714017      6702.356833        81.992721  0.47  0.22559
   14370000      31.554959  2.427832e-06      6639.300964        71.101914      6611.986095        81.853799  0.43  0.22671
   14380000      31.474051  2.584128e-06      6621.212855       130.176868      6585.674344        81.546609  0.49  0.22358
   14390000      31.393260  2.582315e-06      6775.064659       189.497593      6605.131971        81.221174  0.53  0.21672
   14400000      31.312329  2.608454e-06      6710.924759       101.214194      6615.797215        81.074717  0.46  0.22624
   14410000      31.231958  2.465193e-06      6629.990824        48.545284      6603.533854        80.993226  0.35  0.21726
   14420000      31.152229  2.593812e-06      6583.485474        92.522456      6550.276013        80.860308  0.43  0.22671
   14430000      31.072646  2.560612e-06      6585.099554       157.084170      6602.919297        80.617837  0.44  0.22680
   14440000      30.993059  2.602437e-06      6517.254991        86.110905      6595.813656        80.309356  0.41  0.22582
   14450000      30.913646  2.601183e-06      6633.016383        83.609423      6637.565990        80.116348  0.48  0.22471
   14460000      30.834268  2.557420e-06      6580.766604        91.859473      6626.539279        79.918000  0.47  0.22559
   14470000      30.755534  2.601565e-06      6745.720506       101.875227      6656.165359        79.703344  0.54  0.21442
   14480000      30.676535  2.599778e-06      6733.698205       159.700248      6634.075797        79.500371  0.44  0.22680
   14490000      30.597937  2.464916e-06      6788.925945       140.265650      6653.077728        79.286324  0.40  0.22500
   14500000      30.519454  2.604381e-06      6674.065472        90.839016      6591.441788        79.110555  0.48  0.22471
   14510000      30.441221  2.569750e-06      6585.537103        80.356626      6560.445519        78.925914  0.38  0.22264
   14520000      30.363269  2.603167e-06      6623.290310       119.712907      6570.039693        78.604871  0.50  0.22222
   14530000      30.284850  2.615377e-06      6547.566108        98.409083      6620.903589        78.279140  0.36  0.21930
   14540000      30.206497  2.514105e-06      6626.754868        78.205673      6596.062807        78.098889  0.52  0.21879
   14550000      30.128539  2.595578e-06      6614.363334        79.572592      6594.312763        77.855267  0.45  0.22664
   14560000      30.050614  2.619764e-06      6576.176646        36.778641      6582.528448        77.600068  0.51  0.22062
   14570000      29.972956  2.497807e-06      6638.046741        89.134366      6590.206809        77.391431  0.44  0.22680
   14580000      29.895099  2.608686e-06      6668.528809       103.799935      6578.482283        77.211429  0.47  0.22559
   14590000      29.817887  2.625223e-06      6760.610263       167.447778      6608.880482        77.070356  0.47  0.22559
   14600000      29.740989  2.611706e-06      6708.792186        79.358759      6648.800572        76.956608  0.45  0.22664
   14610000      29.664431  2.598433e-06      6655.539050        55.352952      6668.844813        76.713975  0.46  0.22624
   14620000      29.588288  2.602892e-06      6602.221464        38.869029      6636.109597        76.644170  0.53  0.21672
   14630000      29.512614  2.614880e-06      6550.197704       103.564103      6601.043592        76.335603  0.47  0.22559
   14640000      29.436550  2.573982e-06      6537.802928       101.597855      6626.006486        76.131758  0.45  0.22664
   14650000      29.360621  2.604867e-06      6646.222497       117.955548      6593.017475        75.868401  0.47  0.22559
   14660000      29.284940  2.627105e-06      6684.460565       144.154586      6622.114407        75.629794  0.46  0.22624
   14670000      29.209583  2.635731e-06      6641.165922        61.063901      6593.835178        75.403206  0.36  0.21930
   14680000      29.133839  2.634451e-06      6722.506121       195.947918      6585.384848        75.186641  0.47  0.22559
   14690000      29.058227  2.625213e-06      6586.433539        48.432842      6550.995932        74.987452  0.41  0.22582
   14700000      28.983239  2.606777e-06      6568.643474       135.320407      6672.723723        74.907558  0.38  0.22264
   14710000      28.908578  2.575016e-06      6595.802331        86.008942      6620.017511        74.755829  0.43  0.22671
   14720000      28.834257  2.599399e-06      6550.743916        35.196019      6537.063265        74.587430  0.45  0.22664
   14730000      28.759679  2.616086e-06      6460.891052       134.151083      6543.387353        74.331072  0.46  0.22624
   14740000      28.685351  2.605840e-06      6788.120646       191.316897      6603.301394        74.147134  0.43  0.22671
   14750000      28.611591  2.611078e-06      6676.603389        86.793588      6670.840927        74.084361  0.46  0.22624
   14760000      28.538124  2.582543e-06      6689.979657        83.826558      6635.379973        73.954091  0.41  0.22582
   14770000      28.465212  2.599442e-06      6649.531675        69.078228      6592.752536        73.770767  0.51  0.22062
   14780000      28.392236  2.575095e-06      6505.027846        89.867498      6581.087741        73.647123  0.44  0.22680
   14790000      28.319587  2.588199e-06      6506.345189        86.489843      6586.655307        73.366022  0.41  0.22582
   14800000      28.246850  2.599380e-06      6694.982813       123.907359      6590.021380        73.258520  0.47  0.22559
   14810000      28.174627  2.598867e-06      6509.155841       182.414778      6675.487082        73.041466  0.35  0.21726
   14820000      28.102735  2.578903e-06      6637.379028        88.598605      6618.228346        72.860276  0.48  0.22471
   14830000      28.030647  2.603848e-06      6525.288482        56.865865      6570.849084        72.618833  0.47  0.22559
   14840000      27.958696  2.601778e-06      6581.799205        81.725082      6541.728239        72.437007  0.43  0.22671
   14850000      27.887159  2.603315e-06      6572.512067        68.390598      6507.944431        72.287603  0.50  0.22222
   14860000      27.815701  2.600565e-06      6399.619829       152.556980      6504.456316        72.138668  0.39  0.22394
